Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
Toyota,2004,Nigerian Used,221095,3300,Petrol,Automatic,1575000,
Lexus,2005,Nigerian Used,293484,3300,Petrol,Automatic,2415000,
Mitsubishi,2004,Nigerian Used,,2500,Diesel,Manual,3150000,
Toyota,2006,Nigerian Used,240002,2400,Petrol,Automatic,3016000,SUV
Lincoln,,,401142,,,Automatic,2474000,
Ford,2014,Nigerian Used,213249,2000,Petrol,Automatic,2625000,
Chevrolet,,,75538,,,Automatic,1145000,
Hyundai,,,159945,,,Automatic,1690000,
Honda,,,105710,,,Automatic,5610000,
Mitsubishi,2013,Nigerian Used,126935,2500,Petrol,Manual,2625000,
Nissan,2006,Nigerian Used,57358,3500,Petrol,Automatic,1560000,SUV
Honda,2005,Nigerian Used,24726,2400,Petrol,Automatic,1560000,SUV
Nissan,2013,Nigerian Used,94141,35,Petrol,Automatic,6300000,SUV
Kia,,,97287,,,Automatic,3370000,
Toyota,2004,Nigerian Used,375259,2400,Petrol,Automatic,1575000,
Honda,2004,Foreign Used,401187,3500,Petrol,Automatic,2912000,SUV
Honda,2015,Nigerian Used,78522,2000,Petrol,Automatic,7875000,SUV
Toyota,2009,Nigerian Used,165916,2400,Petrol,Automatic,2205000,
Lexus,2002,Nigerian Used,308475,3000,Petrol,Automatic,1575000,
Toyota,2008,Nigerian Used,253998,2400,Petrol,Automatic,2415000,
Toyota,2007,Nigerian Used,255926,2400,Petrol,Automatic,2600000,
Hyundai,2014,Foreign Used,120005,3300,Petrol,Automatic,9880000,SUV
Nissan,2010,Foreign Used,353097,2500,Petrol,Automatic,3465000,SUV
Lexus,2002,Nigerian Used,317078,3300,Petrol,Automatic,1890000,
Nissan,2010,Foreign Used,164448,3500,Petrol,Automatic,3045000,
Honda,2017,Foreign Used,60947,2400,Petrol,Automatic,7140000,
Lexus,2008,Foreign Used,198621,3500,Petrol,Automatic,6240000,SUV
Toyota,2005,Nigerian Used,10680,47,Petrol,Automatic,2100000,SUV
Toyota,2006,Nigerian Used,240325,3300,Hybrid,Automatic,1890000,SUV
Toyota,2002,Nigerian Used,38031,2400,Petrol,Automatic,1560000,
Honda,,,66695,,,Automatic,3426000,
Nissan,,,72,,,Automatic,50970000,
Toyota,2000,Nigerian Used,259598,3000,Petrol,Automatic,1365000,SUV
Mazda,,,94440,,,Automatic,3594000,
Toyota,2002,Nigerian Used,380424,2500,Petrol,Automatic,1872000,
Toyota,2002,Nigerian Used,38031,2400,Petrol,Automatic,1560000,
Toyota,2004,Foreign Used,82059,2400,Petrol,Automatic,2500000,
Honda,2016,Foreign Used,122779,2400,Petrol,Automatic,6825000,
Nissan,2010,Nigerian Used,166175,2500,Petrol,Automatic,2625000,
Toyota,2012,Nigerian Used,96352,1800,Petrol,Automatic,3120000,
Nissan,2010,Foreign Used,164448,3500,Petrol,Automatic,3045000,
Nissan,2006,Nigerian Used,57358,3500,Petrol,Automatic,1560000,SUV
Ford,2014,Nigerian Used,213249,2000,Petrol,Automatic,2625000,
Honda,2012,Nigerian Used,227802,3500,Petrol,Automatic,6760000,SUV
Honda,2007,Foreign Used,165176,35,Petrol,Automatic,3432000,SUV
Mitsubishi,2013,Nigerian Used,126935,2500,Petrol,Manual,2625000,
Honda,,,73438,,,Automatic,5722000,
Nissan,2007,Foreign Used,283434,3500,Petrol,Automatic,2625000,
Pontiac,2009,Nigerian Used,134619,2400,Petrol,Automatic,2808000,
Hyundai,,,265279,,,Automatic,2650000,
Mercedes-Benz,2011,Nigerian Used,99327,3500,Petrol,Automatic,4200000,
Nissan,2008,Foreign Used,125945,3500,Petrol,Automatic,3120000,
Mazda,,,248669,,,Automatic,3146000,
Kia,,,122649,,,Automatic,3146000,
Lexus,2000,Nigerian Used,222631,4700,Petrol,Automatic,1470000,SUV
Toyota,2008,Foreign Used,152808,2000,Petrol,Automatic,4160000,
Toyota,2012,Nigerian Used,135879,3500,Petrol,Automatic,4410000,
Toyota,2009,Nigerian Used,252925,2400,Petrol,Automatic,2100000,
Honda,,,303353,,,Automatic,3594000,
Toyota,2003,Nigerian Used,271092,2400,Petrol,Automatic,1514000,
Toyota,2007,Nigerian Used,245734,1800,Petrol,Automatic,2100000,
Nissan,2010,Nigerian Used,184695,2500,Petrol,CVT,2100000,SUV
Toyota,2009,Nigerian Used,105332,2400,Petrol,Automatic,2520000,
Toyota,2008,Nigerian Used,162039,1800,Petrol,Automatic,2415000,
Kia,2013,Nigerian Used,139488,,Petrol,Automatic,2100000,
Toyota,2003,Nigerian Used,240839,3000,Petrol,Automatic,1575000,
Nissan,2009,Foreign Used,289805,1800,Petrol,Automatic,2520000,
Honda,2009,Nigerian Used,312879,3500,Petrol,Automatic,3150000,SUV
Toyota,1997,Nigerian Used,410470,3400,Petrol,Automatic,1470000,SUV
Toyota,2009,Nigerian Used,167474,2400,Petrol,Automatic,2600000,
Chevrolet,2007,Nigerian Used,28334,1800,Petrol,AMT,1365000,
Toyota,2014,Nigerian Used,212601,1800,Petrol,Automatic,4740000,
Toyota,2005,Nigerian Used,10680,47,Petrol,Automatic,2100000,SUV
Chevrolet,2015,Nigerian Used,87919,3600,Petrol,Automatic,10500000,
Toyota,2009,Nigerian Used,165916,2400,Petrol,Automatic,2205000,
Honda,2010,Nigerian Used,109575,3500,Petrol,Automatic,3120000,SUV
Nissan,2006,Nigerian Used,38345,2500,Petrol,Automatic,1560000,SUV
Lexus,2004,Nigerian Used,218279,3000,Petrol,Automatic,1995000,
Toyota,2006,Nigerian Used,146051,4700,Petrol,Automatic,2625000,
Toyota,2006,Nigerian Used,142285,3500,Petrol,Automatic,2100000,SUV
Lexus,2004,Nigerian Used,147425,3300,Petrol,Automatic,2200000,
Toyota,,,159513,,,Automatic,4042000,
Nissan,2005,Foreign Used,97179,3500,Petrol,Automatic,2625000,
Lexus,2003,Nigerian Used,135610,3000,Petrol,Automatic,2288000,
Toyota,2004,Nigerian Used,251095,2400,Petrol,Automatic,1664000,
Hyundai,2013,Nigerian Used,62385,1800,Petrol,Automatic,2730000,
Toyota,2008,Nigerian Used,162039,1800,Petrol,Automatic,2415000,
Kia,2016,Nigerian Used,110628,2000,Petrol,Automatic,5250000,
Honda,2006,Foreign Used,186607,3500,Petrol,Automatic,2808000,
Toyota,2004,Nigerian Used,375259,2400,Petrol,Automatic,1575000,
Nissan,,,197857,,,Automatic,2250000,
Nissan,2013,Nigerian Used,94561,1800,Petrol,Automatic,2835000,
Toyota,2002,Foreign Used,130029,3000,Petrol,Automatic,2100000,
Nissan,2015,Nigerian Used,32325,3500,Petrol,Automatic,7560000,SUV
Nissan,2005,Nigerian Used,,3500,Petrol,Automatic,2184000,
Honda,2008,Nigerian Used,248616,3500,Petrol,Automatic,1785000,
Hyundai,2013,Nigerian Used,104060,1800,Petrol,Automatic,2625000,
Nissan,,,84,,,Automatic,50970000,
Toyota,2002,Foreign Used,416112,2400,Petrol,Automatic,2704000,
Nissan,,,82,,,Automatic,48170000,
Honda,2006,Nigerian Used,338743,3500,Petrol,Automatic,2625000,
Toyota,2004,Nigerian Used,135526,2400,Petrol,Automatic,2392000,
Toyota,2009,Nigerian Used,252925,2400,Petrol,Automatic,2100000,
Toyota,2013,Nigerian Used,153347,2500,Petrol,Automatic,3045000,
Mazda,,,131581,,,Automatic,3188720,
Toyota,2006,Foreign Used,141166,1800,Petrol,Automatic,2730000,
Toyota,2012,Nigerian Used,135879,3500,Petrol,Automatic,4410000,
Nissan,2013,Nigerian Used,60480,1800,Petrol,Automatic,1942500,
Toyota,2008,Nigerian Used,160041,1800,Petrol,Automatic,3016000,
Nissan,2010,Nigerian Used,166175,2500,Petrol,Automatic,2625000,
Honda,2008,Nigerian Used,248616,3500,Petrol,Automatic,1785000,
Mercedes-Benz,,,103058,,,Automatic,10090000,
Lexus,2000,Foreign Used,213792,3000,Petrol,Automatic,2205000,
Nissan,,,84,,,Automatic,50970000,
Toyota,2009,Foreign Used,122265,2400,Petrol,Automatic,4056000,
Toyota,2007,Nigerian Used,220381,2400,Hybrid,Automatic,2100000,
Toyota,2007,Foreign Used,76755,2400,Petrol,Automatic,2835000,
Toyota,2006,Nigerian Used,142285,3500,Petrol,Automatic,2100000,SUV
Toyota,2008,Nigerian Used,186102,3000,Petrol,Automatic,2100000,
Toyota,2006,Foreign Used,293596,1800,Petrol,Automatic,3045000,
Toyota,2004,Nigerian Used,192967,2400,Petrol,Automatic,1872000,
Land Rover,2007,Nigerian Used,150360,4700,Petrol,Automatic,2625000,
Honda,2003,Foreign Used,196184,2000,Petrol,Automatic,1785000,
Nissan,2007,Foreign Used,283434,3500,Petrol,Automatic,2625000,
Toyota,2008,Nigerian Used,168720,1800,Petrol,Automatic,2415000,
Honda,2010,Nigerian Used,229773,3500,Petrol,Automatic,2288000,
Nissan,,,129304,,,Automatic,1466000,
Toyota,2002,Nigerian Used,140910,3500,Petrol,Automatic,1365000,
Mazda,,,78757,,,,1522000,
Lexus,,,83378,,,Automatic,2586000,
Toyota,2008,Nigerian Used,384828,1500,Hybrid,Automatic,2100000,
Kia,,,207527,,,Automatic,2082000,
Toyota,2012,Nigerian Used,116030,1800,Petrol,Automatic,3432000,
Toyota,2011,Foreign Used,432495,3500,Petrol,Automatic,4680000,
Honda,2015,Nigerian Used,78522,2000,Petrol,Automatic,7875000,SUV
Honda,2007,Foreign Used,389149,3500,Petrol,Automatic,2912000,SUV
Toyota,2008,Nigerian Used,186102,3000,Petrol,Automatic,2100000,
Toyota,2004,Foreign Used,214962,1800,Petrol,Automatic,2625000,
Infiniti,2003,Nigerian Used,117701,3500,Petrol,Automatic,1260000,
Honda,2003,Nigerian Used,175567,3500,Petrol,Automatic,1612000,SUV
Toyota,2005,Nigerian Used,342742,3300,Petrol,Automatic,1680000,SUV
Honda,2010,Nigerian Used,197853,3500,Petrol,Automatic,2730000,
Honda,,,201058,,,Automatic,1690000,
Toyota,2002,Nigerian Used,226225,3000,Petrol,Automatic,1560000,
Toyota,2004,Foreign Used,416093,2400,Petrol,Automatic,2912000,
Honda,2005,Foreign Used,122222,3500,Petrol,Automatic,2964000,
Toyota,2006,Foreign Used,439547,1800,Petrol,Automatic,3120000,
Jeep,2014,Nigerian Used,51566,3600,Petrol,Automatic,18900000,SUV
Toyota,2004,Nigerian Used,268447,1800,Petrol,Automatic,1872000,
Honda,2013,Nigerian Used,182450,2400,Petrol,Automatic,5200000,
Honda,2003,Foreign Used,196184,2000,Petrol,Automatic,1785000,
Nissan,2008,Foreign Used,213339,2500,Petrol,Automatic,3028000,SUV
Toyota,2006,Nigerian Used,207615,4000,Petrol,Automatic,6240000,SUV
Toyota,,,23447,,,Automatic,9582500,
Toyota,2005,Nigerian Used,166024,1800,Petrol,Automatic,1942500,
Honda,,,98335,,,Automatic,2362000,
Honda,2013,Nigerian Used,104281,2400,Petrol,Automatic,4200000,SUV
Kia,2011,Nigerian Used,97279,1600,Petrol,Automatic,1680000,
Honda,2009,Nigerian Used,202694,3500,Petrol,Automatic,2625000,SUV
Honda,2011,Nigerian Used,226014,3500,Petrol,Automatic,2940000,SUV
Hyundai,2012,Nigerian Used,100000,2500,Petrol,Automatic,2625000,SUV
Ford,2001,Nigerian Used,183738,2300,Petrol,Automatic,1470000,SUV
Toyota,2004,Foreign Used,395286,1800,Petrol,Automatic,2730000,
Hyundai,2013,Nigerian Used,134852,1800,Petrol,Automatic,3120000,
Hyundai,2014,Nigerian Used,66462,2400,Petrol,Automatic,2835000,
Hyundai,2007,Nigerian Used,476812,2000,Petrol,Automatic,2496000,
Kia,2013,Nigerian Used,83132,1600,Petrol,Automatic,2310000,
Honda,2008,Nigerian Used,344223,3500,Petrol,Automatic,2600000,SUV
Hyundai,2010,Nigerian Used,262797,3800,Petrol,Automatic,2677500,SUV
Toyota,2002,Nigerian Used,88480,2400,Petrol,Automatic,1560000,
Toyota,2008,Nigerian Used,168720,1800,Petrol,Automatic,2415000,
Lexus,1999,Nigerian Used,2254489,3500,Petrol,Automatic,1575000,SUV
Toyota,2004,Nigerian Used,268447,1800,Petrol,Automatic,1872000,
Nissan,2015,Nigerian Used,32325,3500,Petrol,Automatic,7560000,SUV
Honda,2006,Foreign Used,186607,3500,Petrol,Automatic,2808000,
Toyota,2007,Nigerian Used,215320,,Petrol,Automatic,1575000,
Kia,2013,Foreign Used,134409,2400,Petrol,Automatic,6615000,SUV
Toyota,2008,Nigerian Used,246651,1800,Petrol,Automatic,2310000,
Jeep,2014,Nigerian Used,51566,3600,Petrol,Automatic,18900000,SUV
Toyota,2006,Nigerian Used,124738,1800,Petrol,Automatic,1890000,
Mitsubishi,2007,Nigerian Used,220442,3800,Petrol,Automatic,3465000,SUV
Nissan,,,117210,,,Automatic,2026000,
Nissan,2014,Nigerian Used,93520,5600,Petrol,Automatic,2310000,SUV
Nissan,,,114267,,,Automatic,2362000,
Chevrolet,,,28774,,,,14010000,
Toyota,2003,Nigerian Used,116440,2000,Petrol,Automatic,2080000,SUV
Honda,2013,Nigerian Used,182450,2400,Petrol,Automatic,5200000,
Toyota,,,178127,,,Automatic,4826000,
Toyota,2006,Nigerian Used,415172,1800,Petrol,Automatic,2080000,
Acura,2002,Nigerian Used,200741,3500,Petrol,Automatic,1260000,SUV
Lexus,,,79002,,,Automatic,2250000,
Toyota,2002,Nigerian Used,226225,3000,Petrol,Automatic,1560000,
Honda,2008,Nigerian Used,344223,3500,Petrol,Automatic,2600000,SUV
Nissan,2013,Nigerian Used,94561,1800,Petrol,Automatic,2835000,
Kia,,,207527,,,Automatic,2082000,
Nissan,2013,Nigerian Used,43644,2000,Petrol,CVT,2940000,SUV
Nissan,2009,Foreign Used,291436,1800,Petrol,Automatic,2625000,
Mercedes-Benz,,,223066,,,Automatic,1858000,
Toyota,2009,Nigerian Used,154581,2400,Petrol,Automatic,2310000,
Toyota,2012,Nigerian Used,116030,1800,Petrol,Automatic,3432000,
Toyota,2005,Nigerian Used,166024,1800,Petrol,Automatic,1942500,
Honda,2008,Nigerian Used,308650,3500,Petrol,Automatic,2730000,
Toyota,2000,Foreign Used,324010,3500,Petrol,Automatic,2415000,
Ford,2007,Nigerian Used,217815,3000,Petrol,Automatic,1575000,SUV
Hyundai,2007,Nigerian Used,476812,2000,Petrol,Automatic,2496000,
Honda,2009,Nigerian Used,49198,3500,Petrol,Automatic,2730000,SUV
Kia,,,91579,,,Automatic,2270000,
Toyota,,,113847,,,Automatic,3370000,
Toyota,2009,Nigerian Used,218754,2000,Petrol,Automatic,2100000,
Nissan,,,125444,,,Automatic,4490000,
Mazda,2010,Foreign Used,157791,2500,Petrol,Automatic,2625000,
Toyota,2009,Nigerian Used,92488,2500,Petrol,Automatic,2100000,
Honda,2010,Nigerian Used,109575,3500,Petrol,Automatic,3120000,SUV
Kia,2012,Nigerian Used,168761,1800,Petrol,Automatic,1575000,
Toyota,2014,Nigerian Used,212601,1800,Petrol,Automatic,4740000,
Chevrolet,2017,Foreign Used,27228,3600,Petrol,Automatic,15750000,
Honda,2004,Nigerian Used,255711,3500,Petrol,Automatic,2496000,SUV
Pontiac,2009,Nigerian Used,134619,2400,Petrol,Automatic,2808000,
Nissan,,,115723,,,Automatic,5162000,
Infiniti,2006,Nigerian Used,302481,3500,Petrol,Automatic,1785000,
Mercedes-Benz,,,98550,,,Automatic,4154000,
Toyota,2004,Foreign Used,214962,1800,Petrol,Automatic,2625000,
Infiniti,2006,Nigerian Used,122889,3600,Petrol,Automatic,1260000,
Pontiac,2009,Nigerian Used,213448,2400,Petrol,Automatic,2520000,
Mazda,2006,Foreign Used,351273,3000,Petrol,Automatic,2415000,
Honda,2007,Foreign Used,389149,3500,Petrol,Automatic,2912000,SUV
Honda,2003,Nigerian Used,175567,3500,Petrol,Automatic,1612000,SUV
Mercedes-Benz,,,290888,,,Automatic,1690000,
Hyundai,2020,Nigerian Used,822,1600,Petrol,Automatic,10500000,
Nissan,,,45416,,,Automatic,5834000,
Toyota,2006,Nigerian Used,111133,2400,Petrol,Automatic,2047500,SUV
Infiniti,,,158943,,,Automatic,1914000,
Honda,2006,Nigerian Used,328495,3500,Petrol,Automatic,1872000,SUV
Honda,2004,Foreign Used,401187,3500,Petrol,Automatic,2912000,SUV
Lexus,2007,Nigerian Used,220726,3500,Petrol,Automatic,4680000,SUV
Nissan,2008,Nigerian Used,95066,2500,Petrol,Automatic,2625000,
Ford,2010,Nigerian Used,270431,3500,Petrol,Automatic,2612000,SUV
Toyota,2002,Nigerian Used,176533,2400,Petrol,Automatic,1560000,
Toyota,2003,Nigerian Used,271345,2400,Petrol,Automatic,1612000,
Honda,,,225823,,,Automatic,2474000,
Honda,2016,Foreign Used,48348,2400,Petrol,Automatic,8320000,
Toyota,2003,Nigerian Used,170206,3000,Petrol,Automatic,2704000,SUV
Suzuki,,,126,,,Automatic,9900000,
Mercedes-Benz,,,278594,,,Automatic,2250000,
Hyundai,,,164003,,,Automatic,1802000,
Honda,,,209578,,,Automatic,2474000,
Honda,2013,Foreign Used,152229,3500,Petrol,Automatic,5040000,
Honda,2005,Nigerian Used,159924,3500,Petrol,Automatic,1872000,SUV
Hyundai,2007,Foreign Used,96891,2400,Petrol,Automatic,2525000,
Nissan,2007,Nigerian Used,306577,4000,Petrol,Automatic,2520000,
BMW,2002,Nigerian Used,176466,3000,Petrol,Automatic,1687500,SUV
Ford,2001,Nigerian Used,239647,2800,Petrol,Automatic,1365000,SUV
Honda,2009,Foreign Used,159132,2400,Petrol,Automatic,2677500,
Lexus,2007,Nigerian Used,220726,3500,Petrol,Automatic,4680000,SUV
Toyota,2003,Nigerian Used,116440,2000,Petrol,Automatic,2080000,SUV
Rover,2012,Foreign Used,163834,2000,Petrol,Automatic,10185000,SUV
Mercedes-Benz,2007,Nigerian Used,110735,3500,Petrol,Automatic,2940000,SUV
Honda,2016,Foreign Used,121625,2400,Petrol,Automatic,6825000,
Lexus,2004,Nigerian Used,151357,3300,Petrol,Automatic,4680000,SUV
Lexus,2007,Nigerian Used,103245,3500,Petrol,Automatic,2100000,
Chevrolet,2017,Foreign Used,27228,3600,Petrol,Automatic,15750000,
Hyundai,2012,Nigerian Used,1580052,2200,Petrol,Automatic,2310000,SUV
Mercedes-Benz,2008,Nigerian Used,171692,3500,Petrol,Automatic,2835000,
Toyota,,,71655,,,Automatic,7122000,
Honda,,,225823,,,Automatic,2474000,
Mercedes-Benz,2007,Nigerian Used,110735,3500,Petrol,Automatic,2940000,SUV
Honda,,,209578,,,Automatic,2474000,
Kia,2011,Nigerian Used,98022,1600,Petrol,Automatic,2310000,
Nissan,,,125444,,,Automatic,4490000,
Suzuki,,,126,,,Automatic,9900000,
Honda,2010,Nigerian Used,121664,2400,Petrol,Automatic,2392000,
Mercedes-Benz,,,100421,,,Automatic,2978000,
Nissan,2007,Nigerian Used,233903,3000,Petrol,Automatic,1680000,SUV
Honda,2005,Nigerian Used,273444,3500,Petrol,Automatic,1560000,SUV
Mazda,2000,Foreign Used,147611,1800,Petrol,Automatic,2310000,
Toyota,2007,Nigerian Used,89097,1800,Petrol,Automatic,2080000,
Ford,2012,Foreign Used,36559,1600,Petrol,Automatic,3885000,
Mercedes-Benz,2008,Nigerian Used,171692,3500,Petrol,Automatic,2835000,
Honda,,,187801,,,Automatic,2810000,
Toyota,2004,Nigerian Used,291620,1800,Petrol,Automatic,1680000,
Toyota,2008,Nigerian Used,113747,2400,Petrol,Automatic,2205000,
Honda,2013,Nigerian Used,174100,3500,Petrol,Automatic,3675000,
Ford,2007,Nigerian Used,115945,3500,Petrol,AMT,1575000,SUV
Suzuki,,,126,,,Automatic,9900000,
Hyundai,2013,Nigerian Used,134852,1800,Petrol,Automatic,3120000,
Lexus,2008,Nigerian Used,115820,4700,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2007,Nigerian Used,243975,4700,Petrol,Automatic,2310000,SUV
Chevrolet,,,63751,,,Manual,13450000,
Toyota,2006,Foreign Used,299397,1800,Petrol,Automatic,2940000,
Nissan,2014,Nigerian Used,93520,5600,Petrol,Automatic,2310000,SUV
Toyota,,,116766,,,Automatic,7290000,
Mercedes-Benz,,,177051,,,Automatic,2474000,
Honda,,,62198,,,Automatic,4378000,
Hyundai,2009,Nigerian Used,87854,2000,Petrol,Automatic,1575000,SUV
Honda,2013,Nigerian Used,174100,3500,Petrol,Automatic,3675000,
Toyota,2003,Foreign Used,146734,1800,Petrol,Automatic,2625000,
Honda,2013,Nigerian Used,173936,2400,Petrol,Automatic,3780000,
Toyota,2004,Nigerian Used,208026,2400,Petrol,Automatic,1872000,
Honda,2007,Foreign Used,123441,2500,Petrol,Automatic,3570000,
Lexus,2000,Nigerian Used,222631,4700,Petrol,Automatic,1470000,SUV
Toyota,2006,Nigerian Used,274268,2400,Petrol,Automatic,1627500,
Mercedes-Benz,,,174368,,,Manual,2698000,
Nissan,2008,Foreign Used,102312,,Petrol,Automatic,2310000,
Kia,2013,Nigerian Used,85282,2400,Petrol,Automatic,4200000,SUV
Honda,2010,Nigerian Used,88208,3500,Petrol,Automatic,2677500,
Renault,2006,Nigerian Used,180952,1900,Diesel,Manual,1025000,
Mercedes-Benz,,,290888,,,Automatic,1690000,
Mercedes-Benz,,,114300,,,Automatic,2474000,
Nissan,,,103121,,,Automatic,2810000,
Pontiac,,,179209,,,Automatic,1774000,
Infiniti,2006,Nigerian Used,122889,3600,Petrol,Automatic,1260000,
Toyota,2008,Nigerian Used,107655,18000,Petrol,Automatic,2415000,
Mercedes-Benz,2004,Nigerian Used,,2600,Petrol,Automatic,2392000,
Chevrolet,,,28774,,,,14010000,
Toyota,2007,Nigerian Used,150420,2400,Petrol,Automatic,2100000,SUV
Mercedes-Benz,,,241966,,,Automatic,1466000,
Toyota,2007,Nigerian Used,161188,2400,Petrol,Automatic,2520000,
Toyota,2002,Nigerian Used,285976,3000,Petrol,Automatic,1560000,
Toyota,2004,Nigerian Used,180984,3500,Petrol,Automatic,1575000,
Toyota,2012,Nigerian Used,114345,1600,Petrol,Automatic,3328000,
Toyota,2011,Foreign Used,202784,2500,Petrol,Automatic,4472000,
Honda,2004,Nigerian Used,143321,2300,Petrol,Automatic,2704000,SUV
Land Rover,2006,Nigerian Used,188429,4200,Petrol,Automatic,2940000,SUV
Nissan,2007,Nigerian Used,233903,3000,Petrol,Automatic,1680000,SUV
Toyota,2006,Foreign Used,102399,3300,Petrol,Automatic,3640000,
Honda,2005,Nigerian Used,212354,3500,Petrol,Automatic,1575000,
Hyundai,2012,Nigerian Used,110683,1800,Petrol,Automatic,2100000,
Toyota,,,71655,,,Automatic,7122000,
Toyota,2002,Nigerian Used,285976,3000,Petrol,Automatic,1560000,
Toyota,2003,Nigerian Used,170206,3000,Petrol,Automatic,2704000,SUV
Toyota,2002,Nigerian Used,132213,3000,Petrol,Automatic,1352000,
Toyota,2006,Nigerian Used,248375,3300,Petrol,Automatic,1785000,
Ford,2004,Nigerian Used,323048,400,Petrol,Automatic,1680000,
Toyota,2002,Nigerian Used,176533,2400,Petrol,Automatic,1560000,
Kia,2010,Nigerian Used,179284,1600,Petrol,Automatic,1680000,
Toyota,2003,Nigerian Used,188739,1800,Petrol,Automatic,1575000,
Honda,2007,Foreign Used,123441,2500,Petrol,Automatic,3570000,
Lexus,2008,Nigerian Used,176272,3500,Petrol,Automatic,2625000,
Mercedes-Benz,,,177051,,,Automatic,2474000,
Honda,2006,Nigerian Used,233846,3500,Petrol,Automatic,1575000,SUV
Toyota,2011,Foreign Used,432495,3500,Petrol,Automatic,4680000,
Toyota,,,116766,,,Automatic,7290000,
Mitsubishi,2008,Nigerian Used,156408,2400,Petrol,Manual,1365000,
Nissan,2014,Nigerian Used,118154,2500,Petrol,CVT,5775000,SUV
Mitsubishi,2004,Nigerian Used,361889,3800,Petrol,Automatic,2625000,SUV
Hyundai,,,10559,,,Automatic,6335000,
Honda,2013,Nigerian Used,173936,2400,Petrol,Automatic,3780000,
Toyota,2012,Foreign Used,206117,3500,Petrol,Automatic,9152000,SUV
Ford,2013,Nigerian Used,133104,3500,Petrol,Automatic,3465000,SUV
Kia,2013,Nigerian Used,85282,2400,Petrol,Automatic,4200000,SUV
Infiniti,2001,Nigerian Used,141538,3500,Petrol,Automatic,1260000,SUV
Nissan,2005,Nigerian Used,231680,2000,Petrol,Automatic,1785000,
Toyota,2008,Nigerian Used,107655,18000,Petrol,Automatic,2415000,
Honda,2009,Foreign Used,159132,2400,Petrol,Automatic,2677500,
Mercedes-Benz,2008,Nigerian Used,187503,3500,Petrol,Automatic,2520000,
Mitsubishi,2003,Nigerian Used,246600,2400,Petrol,Automatic,1575000,SUV
Toyota,2006,Foreign Used,277350,3500,Petrol,Automatic,2940000,
Infiniti,2005,Nigerian Used,290000,3500,Petrol,Automatic,1785000,
Mercedes-Benz,2007,Nigerian Used,206570,2000,Petrol,Automatic,1785000,
Mazda,2004,Nigerian Used,141216,3000,Petrol,Automatic,1890000,
Honda,2011,Nigerian Used,166352,3500,Petrol,Automatic,2415000,SUV
Honda,2005,Nigerian Used,273444,3500,Petrol,Automatic,1560000,SUV
Nissan,2005,Nigerian Used,208886,40,Petrol,Automatic,3016000,SUV
Jaguar,2001,Nigerian Used,263789,3000,Petrol,Automatic,1050000,
Honda,,,59244,,,Automatic,4714000,
Toyota,2002,Nigerian Used,241730,3000,Petrol,Automatic,1560000,
Toyota,2005,Nigerian Used,128134,1800,Petrol,Automatic,1976000,
Mercedes-Benz,2009,Nigerian Used,151643,4000,Petrol,Automatic,4725000,SUV
Honda,,,178894,,,Automatic,1690000,
Lexus,2005,Nigerian Used,174427,3300,Petrol,Automatic,3045000,SUV
Toyota,2006,Foreign Used,277350,3500,Petrol,Automatic,2940000,
Hyundai,2013,Nigerian Used,118053,1800,Petrol,Automatic,2310000,
Chevrolet,,,63751,,,Manual,13450000,
Toyota,2012,Nigerian Used,193268,1800,Petrol,Automatic,2887500,
Mercedes-Benz,2010,Nigerian Used,189018,3500,Petrol,Automatic,5720000,
Toyota,2009,Nigerian Used,128980,1800,Petrol,Automatic,2100000,
Nissan,2009,Nigerian Used,213292,3500,Petrol,CVT,1575000,SUV
Toyota,2003,Nigerian Used,210448,1800,Petrol,Automatic,2028000,
Toyota,2007,Nigerian Used,156588,2400,Petrol,Automatic,2496000,
Honda,2007,Foreign Used,128446,1400,Petrol,Manual,1785000,
Mercedes-Benz,2007,Nigerian Used,,3500,Petrol,,2625000,SUV
Toyota,2003,Nigerian Used,217894,1800,Petrol,Automatic,1732500,
Hyundai,2010,Nigerian Used,250892,,Petrol,Automatic,2205000,
Suzuki,,,66,,,Automatic,9900000,
Lexus,2000,Nigerian Used,154995,3500,Petrol,Automatic,1680000,SUV
Toyota,2008,Nigerian Used,241185,1500,Hybrid,Automatic,1785000,
Toyota,2007,Nigerian Used,156588,2400,Petrol,Automatic,2496000,
Honda,2007,Nigerian Used,134716,2400,Petrol,Automatic,2046000,SUV
Toyota,2009,Nigerian Used,245524,1800,Petrol,Automatic,2415000,
Mercedes-Benz,2008,Nigerian Used,142557,47000,Petrol,Automatic,4725000,SUV
Honda,2009,Nigerian Used,179313,3500,Petrol,Automatic,2625000,SUV
Honda,2008,Nigerian Used,226508,2400,Petrol,Automatic,2184000,
Lexus,2011,Nigerian Used,98718,3500,Petrol,Automatic,5200000,
Honda,2010,Nigerian Used,95366,2400,Petrol,Automatic,2100000,
Toyota,2007,Nigerian Used,165028,1800,Petrol,Automatic,2100000,
Nissan,2004,Nigerian Used,272065,3300,Petrol,Automatic,2912000,
Suzuki,,,177,,,Automatic,8500000,
Mercedes-Benz,,,999999,,,Automatic,2698000,
Toyota,2003,Nigerian Used,188739,1800,Petrol,Automatic,1575000,
Honda,2014,Foreign Used,163132,2400,Petrol,Automatic,6760000,
