Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
Toyota,2009,Nigerian Used,236354,2400,Petrol,Automatic,2600000,
Toyota,2004,Nigerian Used,261074,2400,Petrol,Automatic,3120000,
Lexus,2003,Nigerian Used,191482,3000,Petrol,Automatic,1995000,
Acura,2010,Nigerian Used,168926,3000,Petrol,Automatic,4056000,
Chevrolet,2014,Nigerian Used,87498,1600,Petrol,Automatic,3150000,
Toyota,2004,Nigerian Used,267928,3300,Petrol,Automatic,2288000,
Mercedes-Benz,2010,Foreign Used,53401,3500,Petrol,Automatic,6310000,
Lexus,2002,Nigerian Used,190875,3000,Petrol,Automatic,2184000,SUV
Toyota,2015,Nigerian Used,65786,3500,Petrol,Automatic,6552000,
Hyundai,,,127534,,,Automatic,7290000,
Toyota,2005,Foreign Used,279479,3000,Petrol,Automatic,2415000,
Toyota,2009,Nigerian Used,125589,2400,Petrol,Automatic,2310000,
Toyota,2009,Nigerian Used,234265,2400,Petrol,Automatic,2520000,
Toyota,2003,Nigerian Used,270359,4700,Petrol,Automatic,2548000,SUV
Ford,2008,Nigerian Used,252855,3500,Petrol,Automatic,1680000,SUV
Toyota,2008,Foreign Used,342589,1800,Petrol,Automatic,3150000,
Pontiac,2010,Nigerian Used,95122,1800,Petrol,Automatic,3255000,
Toyota,2014,Nigerian Used,77468,1800,Petrol,Automatic,4515000,
Ford,2013,Nigerian Used,31192,1600,Petrol,Automatic,4680000,SUV
Kia,2012,Nigerian Used,145309,3500,Petrol,Automatic,5250000,SUV
Toyota,2004,Nigerian Used,261065,3300,Petrol,Automatic,2288000,
Acura,2010,Nigerian Used,168926,3000,Petrol,Automatic,4056000,
Toyota,2007,Nigerian Used,87034,2400,Petrol,Automatic,2100000,
Toyota,2009,Nigerian Used,128309,2500,Petrol,Automatic,2310000,
Toyota,2006,Nigerian Used,395083,3300,Petrol,Automatic,2100000,
Toyota,2003,Nigerian Used,270359,4700,Petrol,Automatic,2548000,SUV
Hyundai,2014,Nigerian Used,91219,2000,Petrol,Automatic,4725000,
Mercedes-Benz,2010,Nigerian Used,74039,3500,Petrol,Automatic,5040000,
Toyota,2009,Nigerian Used,125589,2400,Petrol,Automatic,2310000,
Toyota,2009,Nigerian Used,236354,2400,Petrol,Automatic,2600000,
Hyundai,2019,Nigerian Used,43168,1600,Petrol,Automatic,6825000,SUV
Toyota,2008,Nigerian Used,318285,2400,Petrol,Automatic,2964000,
Toyota,2007,Nigerian Used,299527,2400,Petrol,Automatic,2415000,
Toyota,2013,Nigerian Used,194940,1800,Petrol,Automatic,3536000,
Hyundai,,,127534,,,Automatic,7290000,
Toyota,2007,Nigerian Used,115055,2400,Petrol,Automatic,2600000,
Kia,2013,Nigerian Used,134013,3800,Petrol,Automatic,4410000,SUV
Toyota,2008,Foreign Used,342589,1800,Petrol,Automatic,3150000,
Pontiac,2003,Nigerian Used,175447,1800,Petrol,Automatic,2415000,
Toyota,2003,Foreign Used,308967,3000,Petrol,Automatic,2415103,
Lexus,2002,Nigerian Used,180360,3300,Petrol,Automatic,2080000,
Toyota,2007,Nigerian Used,23909,2400,Petrol,Automatic,2310000,
Toyota,1998,Nigerian Used,188782,3000,Petrol,Automatic,1560000,
Toyota,2011,Nigerian Used,168744,3500,Petrol,Automatic,4515000,
Hyundai,2011,Foreign Used,289790,4600,Petrol,Automatic,3150000,
Mercedes-Benz,2010,Foreign Used,53401,3500,Petrol,Automatic,6310000,
Toyota,2009,Nigerian Used,11582,3500,Petrol,AMT,4200000,SUV
Toyota,2008,Nigerian Used,105864,2400,Petrol,Automatic,2600000,
Kia,2005,Foreign Used,200156,2900,Diesel,Automatic,2205000,
Lexus,2006,Nigerian Used,214198,2500,Petrol,Automatic,2310000,
Toyota,2005,Foreign Used,140590,2400,Petrol,Automatic,2808000,
Kia,2010,Foreign Used,112196,2000,Petrol,Automatic,2940000,
Infiniti,2008,Nigerian Used,357754,3500,Petrol,Automatic,2100000,
Toyota,2003,Nigerian Used,275575,3500,,Automatic,2704000,SUV
Kia,2017,Foreign Used,47979,2400,Petrol,Automatic,6300000,
Toyota,2010,Nigerian Used,222962,3500,Petrol,Automatic,2625000,
Toyota,2010,Nigerian Used,188499,2500,Petrol,Automatic,3120000,
Ford,2014,Nigerian Used,67462,1600,Petrol,Automatic,2205000,
Kia,2015,Nigerian Used,62440,35000,Petrol,Automatic,7350000,SUV
Toyota,2007,Nigerian Used,333942,3500,Petrol,Automatic,2600000,
Pontiac,2010,Nigerian Used,95122,1800,Petrol,Automatic,3255000,
Toyota,2008,Nigerian Used,77035,2400,Petrol,Automatic,2500000,
Toyota,2009,Nigerian Used,185182,1800,Petrol,Automatic,2835000,
Kia,2010,Foreign Used,112196,2000,Petrol,Automatic,2940000,
Kia,2017,Foreign Used,47979,2400,Petrol,Automatic,6300000,
Lexus,2001,Nigerian Used,336469,3000,Petrol,Automatic,1680000,SUV
Lexus,2006,Nigerian Used,79526,3300,Petrol,Automatic,2100000,
Toyota,2009,Nigerian Used,185182,1800,Petrol,Automatic,2835000,
Toyota,2004,Nigerian Used,100399,3000,Petrol,Automatic,2184000,SUV
Ford,2014,Nigerian Used,67462,1600,Petrol,Automatic,2205000,
Kia,,,107965,,,Automatic,1690000,
Hyundai,2009,Foreign Used,113451,3300,Petrol,Automatic,2940000,SUV
Mazda,2006,Foreign Used,222788,2700,Petrol,Automatic,2415000,SUV
Lexus,2007,Nigerian Used,241931,3500,Petrol,Automatic,4888000,
Hyundai,2013,Nigerian Used,98359,1800,Petrol,Automatic,3016000,
Lexus,2005,Nigerian Used,268389,3000,Petrol,Automatic,2415000,
Kia,2011,Nigerian Used,75459,1600,Petrol,Automatic,3675000,
Mercedes-Benz,2010,Foreign Used,53401,3500,Petrol,Automatic,6310000,
Toyota,1996,Nigerian Used,111185,2400,Petrol,Automatic,1837500,
Toyota,2007,Nigerian Used,111237,2400,Petrol,Automatic,2100000,
Lexus,2001,Nigerian Used,336469,3000,Petrol,Automatic,1680000,SUV
Mazda,2007,Foreign Used,322125,3500,Petrol,Automatic,4004000,SUV
Toyota,2011,Nigerian Used,104659,2700,Petrol,Automatic,4725000,SUV
Toyota,2017,Nigerian Used,8383,4000,Petrol,Automatic,34650000,SUV
Hyundai,2009,Foreign Used,113451,3300,Petrol,Automatic,2940000,SUV
Kia,2012,Nigerian Used,102168,2000,Petrol,Automatic,2625000,
Mazda,2008,Nigerian Used,147971,3700,Petrol,Automatic,3328000,SUV
Mazda,2010,Foreign Used,340782,3700,Petrol,Automatic,4700000,SUV
Ford,2014,Nigerian Used,67462,1600,Petrol,Automatic,2205000,
Lexus,2007,Nigerian Used,392106,3500,Petrol,Automatic,3045000,SUV
Toyota,2007,Nigerian Used,191305,2000,Petrol,Automatic,2310000,
Land Rover,2006,Nigerian Used,232306,4400,Petrol,Automatic,2100000,SUV
Mazda,2010,Foreign Used,97408,35,Petrol,Automatic,4200000,SUV
Mercedes-Benz,,,155367,,,Automatic,5274000,
Toyota,2003,Foreign Used,174261,2400,Petrol,Automatic,2520000,
Toyota,2003,Nigerian Used,275575,3500,,Automatic,2704000,SUV
Kia,,,107965,,,Automatic,1690000,
Toyota,2007,Foreign Used,120976,1800,Petrol,Automatic,3150000,
Toyota,2003,Nigerian Used,138465,4700,Petrol,Automatic,2496000,SUV
Lexus,2006,Nigerian Used,369464,4300,Petrol,Automatic,2808000,
Hyundai,2014,Nigerian Used,147705,2000,Petrol,Automatic,3255000,
Hyundai,2007,Foreign Used,178427,3500,Petrol,Automatic,3588000,SUV
Mazda,2009,Nigerian Used,225215,2500,Petrol,Automatic,3255000,
Toyota,2004,Nigerian Used,168851,4700,Petrol,Automatic,2100000,
Kia,2011,Foreign Used,255053,2400,Petrol,Automatic,6300000,SUV
Toyota,2004,Nigerian Used,205052,1800,Petrol,Automatic,2080000,
Dodge,2013,Foreign Used,159980,3600,Petrol,Automatic,6825000,
Lexus,2006,Nigerian Used,176236,3500,Petrol,Automatic,2520000,
Ford,2008,Foreign Used,468957,2200,Diesel,Manual,3675000,
Toyota,2003,Nigerian Used,138465,4700,Petrol,Automatic,2496000,SUV
Toyota,2008,Nigerian Used,238846,2400,Petrol,Automatic,2835000,
Mercedes-Benz,,,164344,,,Automatic,3930000,
Toyota,2009,Nigerian Used,197338,1800,Petrol,Automatic,2704000,
Hyundai,,,15711,,,Automatic,3706000,
Nissan,2013,Nigerian Used,73259,1800,Petrol,Automatic,2520000,
Changan,2020,Nigerian Used,56833,1400,Electric,Automatic,8400000,
Lexus,2004,Nigerian Used,261065,3000,Petrol,Automatic,2730000,SUV
Mazda,2010,Foreign Used,97408,35,Petrol,Automatic,4200000,SUV
Toyota,2007,Nigerian Used,149913,3500,Petrol,Automatic,2392000,
Ford,2010,Foreign Used,178744,2500,Petrol,Automatic,2310000,
Mazda,2009,Nigerian Used,225215,2500,Petrol,Automatic,3255000,
Lexus,2013,Nigerian Used,89456,3500,Petrol,Automatic,8400000,SUV
Mazda,2007,Foreign Used,281661,3500,Petrol,Automatic,3045000,
Toyota,2009,Nigerian Used,231068,2400,Petrol,Automatic,3120000,
Kia,2011,Foreign Used,255053,2400,Petrol,Automatic,6300000,SUV
Toyota,,,138458,,,Automatic,2698000,
Toyota,2007,Foreign Used,154034,1800,Petrol,Automatic,3150000,
Mazda,2014,Foreign Used,82730,2500,Petrol,Automatic,6825000,SUV
Toyota,2007,Nigerian Used,273815,3500,Petrol,Automatic,2100000,
Toyota,2009,Nigerian Used,104556,1800,Petrol,Automatic,2415000,
Toyota,2009,Nigerian Used,123694,2400,Petrol,Automatic,2100000,
Lexus,,,269051,,,Automatic,3370000,
Toyota,2006,Nigerian Used,244183,3500,Petrol,Automatic,2100000,
Toyota,2009,Nigerian Used,98680,1800,Petrol,Automatic,3120000,
Toyota,2004,Nigerian Used,205052,1800,Petrol,Automatic,2080000,
Lexus,2007,Nigerian Used,320448,3500,Petrol,Automatic,3150000,
Mazda,2008,Foreign Used,129518,3500,Petrol,Automatic,3360000,SUV
Lexus,2006,Nigerian Used,176236,3500,Petrol,Automatic,2520000,
Toyota,2010,Nigerian Used,165453,2700,Petrol,Automatic,4725000,
Toyota,2009,Nigerian Used,223476,2400,Petrol,Automatic,2415000,
Mazda,2007,Foreign Used,322125,3500,Petrol,Automatic,4004000,SUV
Hyundai,2011,Nigerian Used,107347,2400,Petrol,Automatic,3150000,SUV
Toyota,2007,Nigerian Used,226971,2400,Petrol,Automatic,2415000,
Toyota,2007,Nigerian Used,191305,2000,Petrol,Automatic,2310000,
Lexus,2009,Foreign Used,127446,3500,Petrol,Automatic,4200000,SUV
Toyota,2008,Nigerian Used,104417,3500,Petrol,Automatic,6136000,SUV
Mercedes-Benz,2006,Nigerian Used,104613,5000,Petrol,Automatic,3640000,SUV
Toyota,2006,Nigerian Used,92498,2500,Petrol,Automatic,2625000,SUV
Lexus,2008,Nigerian Used,269685,3500,Petrol,Automatic,2940000,
Kia,2012,Nigerian Used,102168,2000,Petrol,Automatic,2625000,
Toyota,2014,Nigerian Used,151900,2500,Petrol,Automatic,4042500,
Toyota,2011,Foreign Used,68605,1800,Petrol,Automatic,4368000,
Lexus,,,109160,,,Automatic,2607500,
Acura,2004,Nigerian Used,231349,3500,Petrol,Automatic,2402400,SUV
Honda,2013,Foreign Used,258863,2400,Petrol,Automatic,6500000,
Toyota,2008,Nigerian Used,77035,2400,Petrol,Automatic,2500000,
Toyota,2009,Nigerian Used,231068,2400,Petrol,Automatic,3120000,
Toyota,2009,Nigerian Used,102826,2400,Petrol,Automatic,2912000,
Toyota,2006,Nigerian Used,92498,2500,Petrol,Automatic,2625000,SUV
Toyota,2007,Nigerian Used,89114,2000,Petrol,Automatic,2415000,SUV
Toyota,2004,Nigerian Used,455552,2000,Petrol,Automatic,2080000,SUV
Lexus,2006,Nigerian Used,214198,2500,Petrol,Automatic,2310000,
Mazda,2010,Foreign Used,236399,3700,Petrol,Automatic,4500000,SUV
Toyota,2006,Nigerian Used,145601,3300,Petrol,Automatic,2652000,
Toyota,2011,Foreign Used,68605,1800,Petrol,Automatic,4368000,
Toyota,2006,Nigerian Used,171890,3500,Petrol,Automatic,2496000,
Mercedes-Benz,2006,Nigerian Used,59225,3500,Petrol,Automatic,3360000,SUV
Toyota,2009,Nigerian Used,11582,3500,Petrol,AMT,4200000,SUV
Toyota,2010,Foreign Used,210366,2500,Petrol,Automatic,5616000,SUV
Toyota,2010,Nigerian Used,189739,2500,Petrol,Automatic,3432000,
Lincoln,2009,Foreign Used,119687,3500,Petrol,Automatic,6090000,SUV
Toyota,2009,Nigerian Used,137769,,Petrol,Automatic,2600000,
Mercedes-Benz,2008,Nigerian Used,151790,3000,Petrol,Automatic,3150000,
Lexus,2007,Nigerian Used,178350,3500,Petrol,Automatic,2835000,
Acura,2004,Nigerian Used,163082,3500,Petrol,Automatic,1560000,
Lexus,2007,Nigerian Used,171560,3500,Petrol,Automatic,2625000,
Toyota,2009,Nigerian Used,168947,1800,Petrol,Automatic,3328000,
Mazda,2007,Nigerian Used,131038,23000,Petrol,Automatic,2600000,SUV
Toyota,2012,Nigerian Used,145064,2500,Petrol,Automatic,4368000,
Chevrolet,,,65702,,,Automatic,1354000,
Toyota,,,35044,,,Automatic,8500000,
Chrysler,2005,Nigerian Used,248802,5700,Petrol,Automatic,2625000,
Mazda,2008,Foreign Used,284391,3700,Petrol,Automatic,3990000,SUV
Mercedes-Benz,2006,Nigerian Used,104613,5000,Petrol,Automatic,3640000,SUV
Toyota,2004,Foreign Used,235467,2400,Petrol,Automatic,2520000,
Kia,2009,Foreign Used,231640,3800,Petrol,Automatic,4305000,SUV
Infiniti,2008,Nigerian Used,168262,3500,Petrol,Automatic,1575000,SUV
Toyota,2007,Nigerian Used,88742,3500,Petrol,Automatic,1995000,
Kia,2011,Nigerian Used,125110,1600,Petrol,Automatic,3675000,SUV
Ford,2011,Nigerian Used,273106,3000,Petrol,Automatic,2310000,SUV
Honda,2009,Foreign Used,511741,3500,Petrol,Automatic,4725000,SUV
Toyota,2007,Foreign Used,100605,3500,Petrol,Automatic,2415000,
Chevrolet,2010,Foreign Used,165454,2200,Petrol,Automatic,1995000,
Mazda,2008,Nigerian Used,263513,3700,Petrol,Automatic,2912000,SUV
Lexus,2010,Foreign Used,127721,3500,Petrol,Automatic,3675000,
Mazda,2007,Nigerian Used,160611,3500,Petrol,Automatic,3150000,SUV
Toyota,2005,Nigerian Used,213683,2400,Petrol,Automatic,1575000,
Lexus,2006,Nigerian Used,79526,3300,Petrol,Automatic,2100000,
Mercedes-Benz,2012,Nigerian Used,120467,3500,Petrol,Automatic,4200000,
Toyota,2012,Nigerian Used,180350,1800,Petrol,Automatic,2940000,
Toyota,2006,Nigerian Used,171890,3500,Petrol,Automatic,2496000,
Kia,,,90186,,,Automatic,4500000,
Mercedes-Benz,2008,Foreign Used,117859,3500,Petrol,Automatic,5250000,
Toyota,2003,Nigerian Used,112583,3000,Petrol,Automatic,2100000,SUV
Honda,2007,Foreign Used,494286,1500,Petrol,Automatic,2467500,
Acura,2004,Nigerian Used,231349,3500,Petrol,Automatic,2402400,SUV
Toyota,2005,Nigerian Used,270932,3300,Petrol,Automatic,2600000,
Toyota,2009,Nigerian Used,102826,2400,Petrol,Automatic,2912000,
Mazda,2010,Foreign Used,150378,2500,Petrol,Automatic,3150000,
Toyota,,,60341,,,Automatic,8410000,
Mazda,2010,Nigerian Used,116506,3700,Petrol,Automatic,3465000,SUV
Kia,2011,Nigerian Used,73402,2400,Petrol,Automatic,3255000,SUV
Mercedes-Benz,,,83432,,,Automatic,4154000,
Kia,2011,Nigerian Used,73402,2400,Petrol,Automatic,3255000,SUV
Lexus,2007,Nigerian Used,178350,3500,Petrol,Automatic,2835000,
Toyota,2009,Nigerian Used,186272,2400,Petrol,Automatic,2310000,
Toyota,2013,Foreign Used,171738,1800,Petrol,Automatic,4935000,
Toyota,2007,Nigerian Used,273815,3500,Petrol,Automatic,2100000,
Hyundai,2011,Nigerian Used,104500,2000,Petrol,Automatic,2257500,SUV
Lexus,,,109160,,,Automatic,2607500,
Hyundai,,,344,,,Automatic,16810000,
Toyota,2006,Foreign Used,319745,3300,Petrol,Automatic,3517500,SUV
Acura,2005,Nigerian Used,309945,3500,Petrol,Automatic,1716000,SUV
Hyundai,,,,,,,3900000,
Lexus,2007,Nigerian Used,171560,3500,Petrol,Automatic,2625000,
Nissan,2008,Nigerian Used,121104,5600,Petrol,Automatic,3675000,
Toyota,2012,Foreign Used,105005,1800,Petrol,Automatic,4888000,
Toyota,2004,Nigerian Used,365526,2400,Petrol,Automatic,1575000,
Kia,2008,Foreign Used,143438,2000,Petrol,Automatic,3570000,SUV
Toyota,2009,Nigerian Used,104556,1800,Petrol,Automatic,2415000,
Ford,2008,Foreign Used,468957,2200,Diesel,Manual,3675000,
Toyota,2008,Nigerian Used,152660,3500,Petrol,Automatic,2415000,SUV
Ford,2009,Nigerian Used,103814,3500,Petrol,Automatic,2100000,SUV
Mazda,2005,Foreign Used,168057,2400,Petrol,Manual,2100000,
Kia,,,90186,,,Automatic,4500000,
Hyundai,2015,Nigerian Used,86603,1600,Petrol,Automatic,4725000,
Toyota,2005,Foreign Used,303093,2000,Petrol,Automatic,2625000,
Hyundai,2009,Foreign Used,33022,3800,Petrol,Automatic,6825000,
Lexus,,,222062,,,Automatic,3706000,
Mercedes-Benz,2010,Nigerian Used,87147,3500,Petrol,Automatic,7280000,SUV
Lexus,,,111353,,,,4490000,
Mercedes-Benz,2009,Nigerian Used,189850,3500,Petrol,Automatic,5200000,
Toyota,2002,Foreign Used,281101,,Petrol,Automatic,2625000,SUV
Toyota,2005,Nigerian Used,66653,2500,Petrol,Automatic,1976000,SUV
Mazda,2010,Foreign Used,236399,3700,Petrol,Automatic,4500000,SUV
Hyundai,,,344,,,Automatic,16810000,
Chevrolet,2014,Foreign Used,200051,1400,Petrol,Automatic,2205000,
Toyota,2011,Nigerian Used,69658,2400,Petrol,Automatic,4095000,SUV
Mazda,2011,Foreign Used,162660,3000,Petrol,Automatic,3990000,SUV
Toyota,2009,Nigerian Used,145302,1800,Petrol,Automatic,2600000,
Toyota,2004,Nigerian Used,220918,2400,Petrol,Automatic,1872000,
Dodge,2013,Foreign Used,159980,3600,Petrol,Automatic,6825000,
Hyundai,2013,Nigerian Used,,1800,Petrol,Automatic,3120000,
Toyota,2011,Foreign Used,63231,1800,Petrol,Automatic,3780000,
Mazda,2011,Foreign Used,208901,2000,Petrol,Automatic,2310000,
Nissan,2008,Nigerian Used,121104,5600,Petrol,Automatic,3675000,
Kia,2013,Nigerian Used,110516,2000,Petrol,Automatic,4368000,
Hyundai,2009,Foreign Used,33022,3800,Petrol,Automatic,6825000,
Mercedes-Benz,,,194340,,,Automatic,3170000,
Toyota,2000,Nigerian Used,322133,3000,Petrol,Automatic,1976000,
Kia,2005,Nigerian Used,83514,3500,Petrol,Automatic,9975000,
Infiniti,,,126293,,,Automatic,2250000,
Lexus,2004,Nigerian Used,261065,3000,Petrol,Automatic,2730000,SUV
Toyota,2010,Nigerian Used,148309,2400,Petrol,Automatic,4160000,
Mazda,2010,Foreign Used,150378,2500,Petrol,Automatic,3150000,
Toyota,2008,Nigerian Used,287183,2400,Hybrid,Automatic,2704000,
Toyota,,,35044,,,Automatic,8500000,
Hyundai,2013,Nigerian Used,,1800,Petrol,Automatic,3120000,
Lexus,2003,Nigerian Used,240470,3300,Petrol,Automatic,1785000,
Toyota,2007,Nigerian Used,188149,2400,Petrol,Automatic,2310000,
Lexus,2004,Nigerian Used,298934,3300,Petrol,Automatic,2600000,
Lexus,2001,Nigerian Used,120346,,Petrol,Automatic,2288000,SUV
Toyota,2009,Nigerian Used,107036,35000,Petrol,Automatic,2496000,
Kia,2015,Nigerian Used,96648,2000,Petrol,Automatic,8400000,SUV
Toyota,2005,Nigerian Used,270932,3300,Petrol,Automatic,2600000,
Toyota,2006,Nigerian Used,303795,2400,Petrol,Automatic,2625000,SUV
Toyota,2008,Foreign Used,91982,3500,Petrol,Automatic,2835000,
Toyota,2007,Nigerian Used,97855,2400,Petrol,Automatic,2500000,
Toyota,2007,Foreign Used,201452,1800,Petrol,Automatic,2860000,
Honda,2015,Foreign Used,147874,2400,Petrol,Automatic,6300000,
Toyota,2020,Nigerian Used,13668,3500,Petrol,Automatic,39900000,SUV
Honda,2011,Foreign Used,3621,3500,Petrol,Automatic,6240000,SUV
Pontiac,2009,Foreign Used,104913,2000,Petrol,Automatic,3744000,
Toyota,,,148334,,,Automatic,5162000,
Mercedes-Benz,2010,Foreign Used,125289,33,Petrol,Automatic,5145000,
Toyota,2008,Foreign Used,315910,1800,Petrol,Automatic,2887500,
Mercedes-Benz,2006,Nigerian Used,96521,3500,Petrol,Automatic,3640000,SUV
Mercedes-Benz,2011,Nigerian Used,182116,,Petrol,Automatic,3780000,
Toyota,2007,Foreign Used,312351,1800,Petrol,Automatic,2992500,
Mercedes-Benz,2008,Nigerian Used,151790,3000,Petrol,Automatic,3150000,
Acura,2004,Nigerian Used,163082,3500,Petrol,Automatic,1560000,
Honda,2007,Foreign Used,283271,3500,Petrol,Automatic,3150000,SUV
Mazda,,,114130,,,Automatic,3100000,
Chevrolet,2007,Nigerian Used,189761,2500,Petrol,Automatic,2835000,
Toyota,2005,Foreign Used,105443,1800,Petrol,Automatic,3068000,
Acura,2010,Nigerian Used,141652,3500,Petrol,Automatic,3328000,
Jaguar,2004,Nigerian Used,159638,3000,Petrol,Automatic,1575000,
Honda,2011,Foreign Used,110508,3500,Petrol,Automatic,3675000,
Toyota,2005,Nigerian Used,66653,2500,Petrol,Automatic,1976000,SUV
Toyota,2004,Nigerian Used,455708,2400,Petrol,Automatic,2912000,
Mitsubishi,,,181277,,,Automatic,1650000,
Toyota,2008,Nigerian Used,203523,1800,Petrol,Automatic,2600000,
Chevrolet,,,225229,,,Automatic,2026000,
Toyota,2009,Nigerian Used,171431,1800,Petrol,Automatic,2310000,
Toyota,2006,Foreign Used,261877,1800,Petrol,Automatic,3120000,
Toyota,2008,Foreign Used,12500,3500,Petrol,Automatic,2940000,SUV
Toyota,2002,Nigerian Used,107954,3000,Petrol,Automatic,1575000,SUV
Lexus,2004,Nigerian Used,16767,3300,Petrol,Automatic,2730000,SUV
Toyota,2004,Foreign Used,235467,2400,Petrol,Automatic,2520000,
Toyota,2006,Nigerian Used,145601,3300,Petrol,Automatic,2652000,
Toyota,2009,Nigerian Used,107036,35000,Petrol,Automatic,2496000,
Honda,2016,Nigerian Used,142904,3500,Petrol,Automatic,10500000,SUV
Lexus,2008,Nigerian Used,112068,3500,Petrol,Automatic,2625000,
Mercedes-Benz,2006,Nigerian Used,96521,3500,Petrol,Automatic,3640000,SUV
Lexus,2001,Nigerian Used,120346,,Petrol,Automatic,2288000,SUV
Toyota,2007,Nigerian Used,188149,2400,Petrol,Automatic,2310000,
Land Rover,2010,Nigerian Used,269558,5000,Petrol,Automatic,2730000,SUV
Mazda,2007,Foreign Used,180255,2300,Petrol,Automatic,2940000,SUV
Mercedes-Benz,,,29333,,,Automatic,7850000,
Lexus,2004,Nigerian Used,16767,3300,Petrol,Automatic,2730000,SUV
Toyota,2006,Foreign Used,261877,1800,Petrol,Automatic,3120000,
Toyota,2007,Foreign Used,170049,1600,Petrol,Automatic,3432000,
Mercedes-Benz,2012,Nigerian Used,164332,3500,Petrol,Automatic,6240000,SUV
Honda,2007,Foreign Used,182702,3500,Petrol,Automatic,3150000,SUV
Ford,2013,Foreign Used,126077,3500,Petrol,Automatic,2625000,SUV
Toyota,2009,Foreign Used,122265,2400,Petrol,Automatic,4056000,
Chevrolet,2014,Foreign Used,200051,1400,Petrol,Automatic,2205000,
Honda,2007,Foreign Used,405706,3500,Petrol,Automatic,3250000,SUV
Toyota,2009,Nigerian Used,147328,1800,Petrol,Automatic,2205000,
Toyota,2002,Foreign Used,210885,2400,Petrol,Automatic,2205000,
Honda,2016,Nigerian Used,142904,3500,Petrol,Automatic,10500000,SUV
Lexus,2017,Foreign Used,59838,4600,Petrol,Automatic,27300000,SUV
Toyota,2008,Nigerian Used,68836,2400,Petrol,Automatic,2600000,
Toyota,2004,Nigerian Used,455708,2400,Petrol,Automatic,2912000,
